Processing 5 nonces with 1 workers...
[nonce 0]: /usr/local/bin/tig-runtime '{"algorithm_id":"","challenge_id":"c001","track_id":"n_vars=5000,ratio=4267","block_id":"","player_id":""}' rand_hash 0 ./tig-algorithms/lib/satisfiability/amd64/sat_vanguard.so --fuel 5000000000000 --output /tmp/tmpspbj_e24
#processing: 1, #finished: 0, #invalid: 0, elapsed: 0.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 1.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 1.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 2.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 2.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 3.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 3.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 4.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 4.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 5.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 5.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 6.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 6.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 7.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 7.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 8.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 8.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 9.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 9.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 10.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 10.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 11.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 11.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 12.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 12.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 13.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 13.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 14.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 14.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 15.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 15.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 16.00s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 16.50s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 17.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 17.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 18.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 18.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 19.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 19.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 20.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 20.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 21.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 21.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 22.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 22.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 23.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 23.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 24.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 24.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 25.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 25.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 26.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 26.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 27.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 27.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 28.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 28.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 29.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 29.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 30.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 30.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 31.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 31.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 32.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 32.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 33.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 33.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 34.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 34.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 35.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 35.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 36.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 36.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 37.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 37.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 38.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 38.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 39.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 39.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 40.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 40.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 41.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 41.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 42.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 42.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 43.01s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 43.51s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 44.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 44.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 45.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 45.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 46.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 46.52s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 47.02s, avg_quality: 0       
#processing: 1, #finished: 0, #invalid: 0, elapsed: 47.52s, avg_quality: 0       
